
BKartuski.plt, 66.91
CDomowPodcienianych.plt, 27.61
CWiezaKolibkowska.plt, 3.07
CWzgorzSzymbarskich.plt, 124.10
CZagorskiejStrugi.plt, 56.17
CZrodlaMarii.plt, 10.54
GSkarszewski.plt, 80.22
GWyspySobieszewskiej.plt, 14.03
RFortyfikacjiNadmorskich.plt, 15.08
RMotlawski.plt, 38.77
RWejherowski.plt, 53.16
YBursztynowy.plt, 33.96
YKepyRedlowskiej.plt, 12.30
YTrojmiejski.plt, 45.99
